find_number,material_category,material,start_date,end_date,level_1_of_the_functional_classification,level_2_of_the_functional_classification,ceramics_rim_eve_estimated_vessel_equivalent,ceramics_base_eve_estimated_vessel_equivalent,ceramics_reconstructed_object_diameter_in_mm,ceramics_reconstructed_object_height_in_mm,ceramics_surface_treatment,ceramics_decoration_technique,ceramics_image_type,ceramics_mark
NZR2.00022CER006,CER,stoneware: Siegburg,1375,1450,Food Processing & Consumption,Consumption: drinking,100,100,132,169,NULL,NULL,NULL,NULL
NZR2.00022CER007,CER,stoneware: Langerwehe,1325,1375,Food Processing & Consumption,Consumption: drinking,20,100,138,222,iron oxide slip and salt-glaze,NULL,NULL,NULL
NZR2.00022CER021,CER,stoneware: Westerwald,1700,1750,Food Processing & Consumption,Consumption: drinking,30,50,74,42,"salt-glaze, cobalt blue",sgraffito and stamped,NULL,NULL
NZR2.00022CER061,CER,faience: Holland,1675,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,15,230,30,tin-glaze,blue-white,text/inscriptions,NULL
NZR2.00022CER066,CER,redware,1575,1650,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,15,15,220,35,inside lead-glaze,NULL,NULL,NULL
NZR2.00022CER091,CER,redware,1350,1400,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,35,0,123,50,lead-glaze outside,NULL,NULL,NULL
NZR2.00022CER092,CER,"redware, slip: Lower Rhine region",1650,1700,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,45,200,30,inside lead-glaze,slipware and roulette,text/inscriptions,NULL
NZR2.00026CER016,CER,faience: Holland,1650,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,30,240,28,tin-glaze,blue-white,still lifes/objects,NULL
NZR2.00027CER015,CER,faience: Holland,1725,1800,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,230,30,tin-glaze,blue-white,NULL,NULL
NZR2.00030CER007,CER,porcelain: China,1700,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,20,240,40,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00030CER008,CER,porcelain: Europe,1825,1900,Food Processing & Consumption,Consumption: drinking,25,35,100,80,feldspar glaze,overall white,NULL,NULL
NZR2.00036CER002,CER,redware,1425,1500,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,10,20,240,55,inside lead-glaze,NULL,NULL,NULL
NZR2.00036CER008,CER,"redware, slip: Lower Rhine region",1675,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",30,30,300,34,lead-glaze,"slipware, slip-cup decoration",NULL,NULL
NZR2.00036CER009,CER,"redware, slip: Lower Rhine region",1675,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,10,400,60,lead-glaze,slipware,NULL,NULL
NZR2.00036CER050,CER,redware,1525,1575,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,240,40,inside lead-glaze,NULL,NULL,NULL
NZR2.00037CER004,CER,redware,1550,1600,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,15,15,360,80,inside lead-glaze,NULL,NULL,NULL
NZR2.00038CER032,CER,maiolica,1650,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,0,200,60,tin-glaze inside and lead-glaze outside,overall white,NULL,NULL
NZR2.00038CER034,CER,faience: Holland,1660,1700,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,60,110,20,tin-glaze,blue-white,chinese decor,NULL
NZR2.00046CER001,CER,redware,1750,1800,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,90,80,285,127,lead-glaze,NULL,NULL,NULL
NZR2.00046CER002,CER,redware,1800,1900,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,70,55,210,117,lead-glaze,NULL,NULL,NULL
NZR2.00046CER012,CER,porcelain: China,1700,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,25,230,30,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00046CER013,CER,industrial ware: white,1760,1800,Food Processing & Consumption,Consumption: drinking,65,100,65,75,lead-glaze,overall white,NULL,NULL
NZR2.00046CER014,CER,industrial ware: white,1760,1800,Food Processing & Consumption,Consumption of food and drinks: table accessories,20,100,280,95,lead-glaze,overall white,NULL,NULL
NZR2.00046CER015,CER,industrial ware: white,1800,1850,Food Processing & Consumption,Consumption: drinking,55,100,120,110,lead-glaze,"transfer printing, blue",chinese decor,NULL
NZR2.00046CER022,CER,redware,1800,1850,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,95,0,85,40,lead-glaze,NULL,NULL,NULL
NZR2.00046CER024,CER,redware,1750,1875,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,25,30,380,210,lead-glaze with slip outside,NULL,NULL,NULL
NZR2.00046CER032,CER,redware,1825,1875,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,25,25,280,140,lead-glaze,NULL,NULL,NULL
NZR2.00047CER002,CER,faience: Holland,1650,1700,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,40,220,26,tin-glaze,overall white,NULL,NULL
NZR2.00047CER016,CER,"redware, slip: Lower Rhine region",1675,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,40,200,20,lead-glaze with manganese oxide inside,slipware,marbled,NULL
NZR2.00059CER017,CER,redware,1600,1650,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,40,40,260,40,inside lead-glaze,NULL,NULL,NULL
NZR2.00061CER003,CER,redware,1425,1500,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,15,15,280,50,inside lead-glaze,NULL,NULL,NULL
NZR2.00066CER009,CER,whiteware: Hafner,1525,1575,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,10,220,50,lead-glaze speckled with manganese oxide,NULL,NULL,NULL
NZR2.00067CER001,CER,"redware, slip: Werra",1580,1630,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,10,200,40,inside lead-glaze,"slipware, sgraffito",NULL,NULL
NZR2.00070CER027,CER,industrial ware: red,1800,1850,Food Processing & Consumption,Consumption: drinking,100,100,70,60,lead-glaze with manganese oxide,NULL,NULL,NULL
NZR2.00070CER028,CER,industrial ware: red,1800,1875,Food Processing & Consumption,Consumption: drinking,95,100,75,65,lead-glaze with manganese oxide,NULL,NULL,NULL
NZR2.00070CER034,CER,"redware, slip: Lower Rhine region",1675,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,25,360,50,inside lead-glaze,slipware,NULL,NULL
NZR2.00071CER001,CER,faience: Holland,1675,1750,Food Processing & Consumption,Consumption: drinking,80,100,71,40,tin-glaze,blue-white,floral motif,NULL
NZR2.00071CER019,CER,porcelain: Japan,1700,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,30,150,35,"feldspar glaze, painted, blue underglaze, enamel overglaze","enamelled, Amsterdam polychrome",mixture,NULL
NZR2.00071CER027,CER,porcelain: China,1700,1775,Food Processing & Consumption,Consumption: drinking,10,40,120,30,"feldspar glaze, painted, blue underglaze, enamel overglaze",blue-white,landscape,NULL
NZR2.00071CER033,CER,whiteware,1750,1850,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,25,15,150,95,lead-glaze with copper oxide outside,NULL,NULL,NULL
NZR2.00071CER039,CER,"redware, slip: Lower Rhine region",1675,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,40,260,32,inside lead-glaze,"slipware, slip-cup decoration",NULL,NULL
NZR2.00073CER004,CER,stoneware: Westerwald,1700,1750,Food Processing & Consumption,Consumption: drinking,100,50,143,240,"salt-glaze, cobalt blue and manganese purple",sgraffito,floral motif,NULL
NZR2.00073CER015,CER,maiolica: Italian,1550,1600,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,40,310,55,tin-glaze inside and lead-glaze outside,polychrome,human figure,NULL
NZR2.00074CER034,CER,"redware, slip: Lower Rhine region",1675,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,35,240,27,inside lead-glaze,"slipware, slip-cup decoration",NULL,NULL
NZR2.00077CER004,CER,stoneware: Siegburg,1375,1425,Food Processing & Consumption,Consumption: drinking,25,100,75,203,NULL,NULL,NULL,NULL
NZR2.00079CER006,CER,redware,1550,1600,Food Processing & Consumption,Food preparation and consumption: various parts of kitchenware,100,0,95,37,lead-glaze outside,NULL,NULL,NULL
NZR2.00079CER022,CER,faience: Italian,1610,1650,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,30,180,33,tin-glaze,polychrome,religious/biblical images,NULL
NZR2.00079CER030,CER,"redware, slip: Lower Rhine region",1700,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,15,360,45,inside lead-glaze,"slipware, slip-cup decoration",NULL,NULL
NZR2.00079CER031,CER,"redware, slip: Lower Rhine region",1675,1725,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,220,25,inside lead-glaze,slipware and roulette,NULL,NULL
NZR2.00080CER003,CER,whiteware,1575,1625,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,65,160,75,lead-glaze with copper oxide,NULL,NULL,NULL
NZR2.00081CER001,CER,stoneware: Siegburg,1550,1585,Food Processing & Consumption,Consumption: drinking,50,100,60,123,NULL,appliques,religious/biblical images,NULL
NZR2.00083CER001,CER,stoneware: Westerwald,1650,1700,Food Processing & Consumption,Consumption: drinking,100,100,93,193,"salt-glaze, cobalt blue and manganese purple",appliques,floral motif,NULL
NZR2.00083CER032,CER,redware,1600,1700,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,20,15,240,23,inside lead-glaze,NULL,NULL,NULL
NZR2.00084CER001,CER,stoneware: Frechen,1650,1750,Food Processing & Consumption,Consumption of food and drinks: table accessories,100,100,105,195,iron oxide slip and salt-glaze,NULL,NULL,NULL
NZR2.00084CER026,CER,redware,1750,1850,Food Processing & Consumption,"Food consumption: plate, dish, bowl",90,100,105,75,lead-glaze with slip inside,slipware; slip and slip-cup decoration,NULL,NULL
NZR2.00084CER027,CER,redware,1675,1750,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,20,400,75,lead-glaze and inside slip,NULL,NULL,NULL
NZR2.00085CER005,CER,stoneware: Westerwald,1700,1750,Food Processing & Consumption,Consumption: drinking,100,100,100,150,"salt-glaze, cobalt blue",NULL,NULL,NULL
NZR2.00085CER025,CER,redware,1675,1750,Food Processing & Consumption,Consumption: drinking,75,100,190,287,lead-glaze,NULL,NULL,NULL
NZR2.00086CER003,CER,stoneware: Siegburg,1587,1589,Food Processing & Consumption,Consumption: drinking,75,100,75,225,,appliques,NULL,NULL
NZR2.00088CER045,CER,industrial ware: white,1760,1825,Food Processing & Consumption,Consumption: drinking,15,25,130,30,lead-glaze,overall white,NULL,NULL
NZR2.00088CER067,CER,"redware, slip: Lower Rhine region",1700,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,25,180,35,lead-glaze and inside slip,NULL,NULL,NULL
NZR2.00088CER068,CER,"redware, slip: Lower Rhine region",1700,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",75,100,200,35,inside lead-glaze,slipware,floral motif,NULL
NZR2.00088CER071,CER,"redware, slip: Lower Rhine region",1700,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,30,360,47,inside lead-glaze,"slipware, slip-cup decoration",NULL,NULL
NZR2.00088CER101,CER,redware,1600,1700,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,20,20,240,25,inside lead-glaze,NULL,NULL,NULL
NZR2.00088CER103,CER,redware,1500,1575,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,15,15,260,30,inside lead-glaze,NULL,NULL,NULL
NZR2.00092CER004,CER,redware,1500,1575,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,5,220,37,inside lead-glaze,NULL,NULL,NULL
NZR2.00093CER004,CER,"redware, slip: Lower Rhine region",1700,1775,Food Processing & Consumption,"Food consumption: plate, dish, bowl",60,100,180,25,lead-glaze and inside slip,NULL,NULL,NULL
NZR2.00097CER022,CER,maiolica,1525,1550,Food Processing & Consumption,"Food consumption: plate, dish, bowl",40,65,140,32,tin-glaze inside and lead-glaze outside,blue-white,floral motif,NULL
NZR2.00097CER025,CER,"redware, slip: sgraffito",1500,1550,Food Processing & Consumption,"Food consumption: plate, dish, bowl",45,45,320,50,lead-glaze with slip inside,sgraffito,NULL,NULL
NZR2.00097CER029,CER,"redware, slip",1500,1550,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,35,210,40,inside lead-glaze,"slipware, arcades",NULL,NULL
NZR2.00097CER030,CER,"redware, slip",1475,1525,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,20,260,40,inside lead-glaze,"slipware, arcades",NULL,NULL
NZR2.00097CER040,CER,redware,1400,1500,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,80,100,190,40,inside lead-glaze,NULL,NULL,NULL
NZR2.00097CER043,CER,redware,1500,1600,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,20,15,260,30,inside lead-glaze,NULL,NULL,NULL
NZR2.00097CER049,CER,redware,1600,1650,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,40,40,305,75,inside lead-glaze,NULL,NULL,NULL
NZR2.00097CER050,CER,redware,1600,1650,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,15,5,240,57,inside lead-glaze,NULL,NULL,NULL
NZR2.00097CER051,CER,redware,1600,1650,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,20,20,240,50,inside lead-glaze,NULL,NULL,NULL
NZR2.00097CER052,CER,redware,1550,1600,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,40,40,255,40,inside lead-glaze,NULL,NULL,NULL
NZR2.00097CER062,CER,redware,1375,1550,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,15,35,100,117,sparse lead-glaze,NULL,NULL,NULL
NZR2.00097CER070,CER,redware,1525,1575,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,75,100,118,105,lead-glaze,NULL,NULL,NULL
NZR2.00097CER090,CER,redware,1475,1550,Food Processing & Consumption,"Food consumption: plate, dish, bowl",45,100,170,40,inside lead-glaze,NULL,NULL,NULL
NZR2.00097CER091,CER,redware,1475,1550,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,15,160,42,inside lead-glaze,NULL,NULL,NULL
NZR2.00100CER010,CER,whiteware,1650,1675,Food Processing & Consumption,Consumption: drinking,30,100,130,77,lead-glaze,NULL,NULL,NULL
NZR2.00101CER008,CER,porcelain: KhangXi,1700,1725,Food Processing & Consumption,Consumption: drinking,25,50,130,20,"feldspar, painted with blue underglaze",blue-white,landscape,NULL
NZR2.00107CER003,CER,"redware, slip: slip-cup decoration",1475,1550,Food Processing & Consumption,"Food consumption: plate, dish, bowl",10,15,220,50,inside lead-glaze,"slipware, arcades",NULL,NULL
NZR2.00114CER009,CER,maiolica,1600,1625,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,85,200,40,tin-glaze inside and lead-glaze outside,blue-white,floral motif,NULL
NZR2.00114CER013,CER,faience: Italian,1575,1625,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,30,300,60,tin-glaze,polychrome,marbled,NULL
NZR2.00114CER021,CER,redware,1600,1700,Food Processing & Consumption,Food preparation: cooking - and hearth utensils,15,15,240,25,inside lead-glaze,NULL,NULL,NULL
NZR2.00115CER020,CER,stoneware: Siegburg,1325,1375,Food Processing & Consumption,Consumption: drinking,15,100,90,240,NULL,NULL,NULL,NULL
NZR2.00115CER045,CER,porcelain: China,1725,1800,Food Processing & Consumption,Consumption: drinking,40,50,70,35,"feldspar, painted with blue underglaze",blue-white,floral motif,NULL
NZR2.00115CER046,CER,porcelain: China,1725,1775,Food Processing & Consumption,Consumption: drinking,40,45,115,20,"feldspar glaze, painted, blue underglaze, enamel overglaze",blue-white,landscape,NULL
NZR2.00115CER054,CER,faience: Italian,1575,1625,Food Processing & Consumption,"Food consumption: plate, dish, bowl",20,35,220,25,tin-glaze,white on blue background,floral motif,NULL
NZR2.00115CER060,CER,whiteware: Hafner,1525,1575,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,30,260,52,lead-glaze speckled with manganese oxide,NULL,NULL,NULL
NZR2.00115CER061,CER,whiteware,1525,1575,Food Processing & Consumption,"Food consumption: plate, dish, bowl",35,100,160,90,lead-glaze,roulette,NULL,NULL
NZR2.00115CER071,CER,whiteware,1550,1600,Food Processing & Consumption,"Food consumption: plate, dish, bowl",35,150,150,80,lead-glaze with copper oxide,NULL,NULL,NULL
NZR2.00115CER080,CER,whiteware: Weser region,1575,1625,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,40,330,60,lead-glaze,slipware,geometric patterns,NULL
NZR2.00115CER082,CER,redware,1550,1625,Food Processing & Consumption,"Food consumption: plate, dish, bowl",45,45,320,52,inside lead-glaze,slip inside copper oxide glazing,NULL,NULL
NZR2.00115CER083,CER,redware,1550,1625,Food Processing & Consumption,"Food consumption: plate, dish, bowl",25,30,290,60,inside lead-glaze,slip inside copper oxide glazing,NULL,NULL
NZR2.00115CER084,CER,redware,1550,1625,Food Processing & Consumption,"Food consumption: plate, dish, bowl",15,20,320,45,inside lead-glaze,slip inside copper oxide glazing,NULL,NULL
